Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Hyundai Venue,45.0,10.9,5,Sedan,Petrol,Automatic,Excellent,Luxury,White
Renault Triber,31.56,17.7,7,Sedan,CNG,Automatic,New,Family,Red
Hyundai Creta,39.28,22.6,5,MUV,Petrol,Manual,Excellent,Luxury,White
Toyota Innova,20.18,24.8,7,SUV,Diesel,Automatic,Excellent,Sporty,Grey
Kia Seltos,22.93,16.6,4,MUV,Hybrid,Automatic,New,Sporty,Grey
MG Hector,22.79,12.1,4,MUV,Hybrid,Manual,Used,Family,White
Maruti Swift,4.35,10.2,5,MUV,Diesel,Automatic,New,Luxury,Grey
Toyota Fortuner,15.65,14.8,7,MUV,Hybrid,Automatic,Excellent,Luxury,Red
Honda City,22.4,19.8,7,SUV,Hybrid,Manual,New,Family,Silver
Mahindra Scorpio,12.6,25.7,7,SUV,Petrol,Automatic,New,Family,Grey
Hyundai Creta,17.36,28.0,4,MUV,Hybrid,Manual,Excellent,Sporty,Blue
MG Hector,41.44,23.1,7,Sedan,Petrol,Manual,Excellent,Family,Black
MG Hector,22.75,19.6,4,Sedan,Petrol,Manual,Used,Sporty,Black
Kia Seltos,19.23,22.4,4,Hatchback,CNG,Manual,New,Luxury,Blue
Maruti Swift,29.94,13.3,5,Sedan,Diesel,Automatic,Used,Family,Grey
Tata Nexon,20.99,26.5,7,Hatchback,Petrol,Manual,Used,Sporty,Black
Kia Seltos,4.19,23.9,5,SUV,Petrol,Manual,Excellent,Luxury,Grey
Hyundai Venue,27.44,13.4,7,MUV,Hybrid,Manual,Excellent,Sporty,Blue
Renault Triber,8.05,25.1,5,Hatchback,Hybrid,Automatic,Used,Sporty,Silver
Mahindra Scorpio,38.96,12.4,7,Hatchback,Diesel,Automatic,Used,Family,Silver
Renault Triber,4.88,20.6,7,SUV,Hybrid,Automatic,New,Sporty,Red
Hyundai Venue,34.31,23.7,5,Sedan,Hybrid,Automatic,Excellent,Family,Grey
Renault Triber,28.69,18.1,5,MUV,Hybrid,Automatic,Used,Sporty,White
Tata Nexon,5.82,12.3,7,Hatchback,CNG,Manual,Excellent,Sporty,Grey
Kia Seltos,28.72,24.2,7,Hatchback,Diesel,Automatic,Excellent,Sporty,White
Tata Nexon,22.97,25.7,5,Hatchback,Diesel,Automatic,Excellent,Luxury,Grey
Hyundai Creta,4.17,15.5,5,SUV,CNG,Automatic,Excellent,Family,Blue
MG Hector,14.16,10.4,7,SUV,Electric,Automatic,New,Luxury,Blue
Maruti Baleno,27.05,13.5,4,SUV,Petrol,Automatic,New,Luxury,Blue
Renault Triber,40.71,13.6,7,MUV,Electric,Automatic,Excellent,Sporty,Grey
Maruti Swift,37.6,24.3,4,Sedan,Petrol,Manual,Excellent,Sporty,Grey
Toyota Fortuner,18.5,13.5,5,SUV,Diesel,Manual,New,Sporty,Black
Renault Triber,6.2,25.7,7,Sedan,CNG,Manual,Used,Family,Red
Mahindra Scorpio,39.67,25.1,7,SUV,Hybrid,Automatic,New,Sporty,Black
Renault Triber,36.76,17.5,7,SUV,Petrol,Manual,Excellent,Sporty,Black
Kia Seltos,20.1,12.2,7,Hatchback,CNG,Manual,Excellent,Luxury,Red
Kia Seltos,16.56,10.3,4,MUV,Diesel,Automatic,New,Sporty,Silver
Toyota Innova,6.05,22.7,4,Sedan,Hybrid,Automatic,Excellent,Sporty,Silver
Kia Seltos,44.71,27.1,7,Sedan,Diesel,Automatic,Used,Luxury,Black
Mahindra Scorpio,20.81,19.3,4,SUV,Hybrid,Manual,Used,Luxury,Grey
Toyota Innova,5.57,15.4,4,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Maruti Baleno,38.21,25.5,5,MUV,CNG,Manual,New,Sporty,White
Maruti Swift,36.14,11.8,5,SUV,Electric,Manual,Excellent,Luxury,Grey
Renault Triber,27.93,10.6,4,Sedan,CNG,Automatic,Excellent,Family,Red
Toyota Fortuner,21.51,10.2,4,SUV,Hybrid,Automatic,New,Family,Black
Kia Seltos,16.91,26.9,5,MUV,Electric,Manual,Excellent,Sporty,Blue
Maruti Swift,32.84,19.5,5,MUV,Petrol,Manual,Excellent,Sporty,Grey
Hyundai Venue,9.55,15.7,5,Sedan,Electric,Automatic,Used,Sporty,Grey
Hyundai Creta,15.75,23.2,4,Sedan,Electric,Manual,Excellent,Family,White
Renault Triber,41.65,21.7,7,SUV,Diesel,Manual,New,Luxury,White
MG Hector,24.05,10.1,5,Sedan,CNG,Automatic,New,Sporty,Red
Kia Seltos,19.06,21.9,5,SUV,Diesel,Manual,Excellent,Sporty,Grey
Hyundai Creta,4.64,12.9,4,Hatchback,CNG,Manual,New,Luxury,Silver
Mahindra Scorpio,32.07,18.8,5,Sedan,Electric,Automatic,Excellent,Sporty,Blue
Toyota Innova,42.9,12.1,7,Sedan,Electric,Automatic,Excellent,Luxury,Black
Hyundai Creta,7.74,15.2,4,MUV,CNG,Manual,Excellent,Family,Red
Maruti Baleno,10.83,17.5,7,Hatchback,Hybrid,Automatic,Excellent,Sporty,Red
Maruti Swift,8.01,24.8,5,MUV,Diesel,Automatic,Excellent,Family,White
Maruti Swift,27.87,13.5,5,MUV,Electric,Automatic,Excellent,Family,Blue
Tata Nexon,27.91,20.2,7,SUV,Electric,Automatic,New,Luxury,Blue
Mahindra Scorpio,21.26,24.0,5,Hatchback,Electric,Automatic,Used,Family,Red
Toyota Fortuner,37.83,15.6,4,Sedan,Electric,Manual,Used,Family,Black
Renault Triber,11.67,17.8,4,Sedan,CNG,Automatic,Excellent,Luxury,Black
Hyundai Venue,4.13,12.0,5,SUV,Diesel,Manual,Used,Family,Red
Toyota Innova,34.63,10.7,7,SUV,Diesel,Manual,Excellent,Family,White
MG Hector,29.55,26.6,4,MUV,Petrol,Automatic,New,Family,Red
Mahindra Scorpio,14.37,11.1,4,Sedan,Petrol,Manual,Excellent,Luxury,White
MG Hector,29.81,16.1,7,Hatchback,CNG,Manual,New,Luxury,Red
MG Hector,15.57,19.4,4,SUV,Petrol,Manual,Used,Sporty,Red
Tata Nexon,9.3,20.1,7,Hatchback,Petrol,Automatic,Used,Sporty,Red
Maruti Swift,22.27,26.7,5,Sedan,Hybrid,Automatic,New,Family,Blue
Toyota Fortuner,19.93,23.6,5,MUV,Hybrid,Automatic,Used,Luxury,Grey
Mahindra Scorpio,26.56,16.2,7,SUV,Petrol,Manual,New,Sporty,Silver
Mahindra Scorpio,15.1,12.2,7,Sedan,CNG,Manual,Used,Family,Silver
Maruti Baleno,21.49,10.8,4,SUV,Petrol,Automatic,Excellent,Sporty,Silver
Renault Triber,8.33,22.9,7,SUV,Electric,Manual,Excellent,Sporty,Grey
Tata Nexon,25.94,25.2,5,Hatchback,Petrol,Manual,New,Luxury,Silver
Kia Seltos,6.24,24.6,4,Sedan,Petrol,Automatic,Used,Family,White
Toyota Innova,37.93,17.7,5,Sedan,Diesel,Automatic,Excellent,Family,Grey
Mahindra Scorpio,18.56,25.4,5,MUV,Diesel,Manual,New,Luxury,Blue
Hyundai Venue,12.48,15.5,7,MUV,Petrol,Automatic,New,Sporty,White
MG Hector,5.34,10.0,7,MUV,Diesel,Automatic,Used,Luxury,Silver
Kia Seltos,5.64,27.8,4,MUV,Diesel,Manual,New,Family,Silver
Maruti Baleno,37.66,24.8,4,MUV,Hybrid,Automatic,Excellent,Luxury,Blue
Kia Seltos,11.64,13.8,4,MUV,CNG,Manual,Used,Luxury,Red
Renault Triber,15.1,26.3,7,Sedan,Hybrid,Manual,New,Family,White
Tata Nexon,22.14,13.1,5,Hatchback,Electric,Manual,Used,Sporty,Grey
Mahindra Scorpio,24.79,20.3,7,Hatchback,Diesel,Manual,Excellent,Sporty,Silver
Kia Seltos,23.23,19.6,5,MUV,CNG,Automatic,New,Luxury,Silver
Honda City,10.36,25.9,7,MUV,CNG,Manual,Excellent,Family,Black
Toyota Fortuner,32.56,17.3,7,Sedan,CNG,Manual,Used,Luxury,Silver
MG Hector,42.22,17.4,5,MUV,Petrol,Automatic,Excellent,Luxury,Grey
Maruti Swift,4.99,20.1,7,Sedan,Electric,Automatic,Used,Sporty,White
Tata Nexon,8.85,21.9,5,Hatchback,Electric,Automatic,Used,Family,Black
Hyundai Venue,41.75,10.9,5,Hatchback,CNG,Automatic,Used,Family,Grey
Hyundai Venue,19.83,19.2,7,MUV,Electric,Manual,New,Sporty,Silver
MG Hector,42.55,19.6,7,Hatchback,CNG,Automatic,Excellent,Family,Grey
Tata Nexon,4.69,22.1,4,SUV,Electric,Manual,Excellent,Luxury,Grey
MG Hector,14.35,17.5,7,MUV,Petrol,Manual,Excellent,Sporty,Blue
Toyota Innova,39.16,14.2,4,Sedan,Petrol,Automatic,Excellent,Luxury,Black
Kia Seltos,21.93,19.2,4,Hatchback,CNG,Automatic,Used,Luxury,Silver
Kia Seltos,37.14,13.0,7,SUV,Petrol,Automatic,New,Family,Black
Maruti Swift,25.61,22.8,4,Sedan,Electric,Manual,New,Sporty,Blue
Maruti Swift,38.21,27.4,7,Hatchback,CNG,Automatic,Excellent,Luxury,Grey
Kia Seltos,33.83,17.9,4,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Kia Seltos,27.76,16.3,5,MUV,Electric,Automatic,New,Family,Black
Hyundai Creta,42.07,17.5,5,Hatchback,Hybrid,Manual,Used,Sporty,Silver
Toyota Fortuner,21.93,18.4,5,Sedan,Diesel,Automatic,New,Luxury,Black
Honda City,32.79,14.6,7,Hatchback,Electric,Manual,Excellent,Sporty,Red
Toyota Innova,20.92,16.8,5,Hatchback,Electric,Automatic,Excellent,Luxury,White
Toyota Fortuner,21.45,14.3,7,MUV,Electric,Manual,New,Family,Black
Toyota Fortuner,30.67,18.1,7,Hatchback,Diesel,Manual,Excellent,Sporty,Black
Maruti Baleno,27.65,19.5,7,Hatchback,Diesel,Automatic,Used,Family,White
Mahindra Scorpio,24.56,21.7,7,Hatchback,CNG,Automatic,Used,Sporty,Silver
Mahindra Scorpio,6.26,18.7,4,SUV,Petrol,Manual,New,Sporty,Black
Hyundai Creta,11.3,17.9,7,Hatchback,Petrol,Automatic,New,Luxury,Blue
Hyundai Venue,34.98,27.6,4,SUV,Diesel,Manual,Excellent,Family,Blue
Hyundai Venue,4.48,21.2,5,MUV,Diesel,Manual,Used,Luxury,Red
Kia Seltos,31.17,12.7,7,Hatchback,Petrol,Automatic,Used,Luxury,Blue
Toyota Fortuner,13.8,21.7,5,Hatchback,Electric,Manual,New,Sporty,Red
Renault Triber,11.39,18.1,5,SUV,Hybrid,Manual,Used,Luxury,Blue
Honda City,39.38,11.7,7,Sedan,Hybrid,Automatic,New,Family,Red
Toyota Fortuner,39.89,15.0,5,Sedan,Hybrid,Automatic,Excellent,Sporty,White
MG Hector,6.95,20.7,4,Sedan,Hybrid,Automatic,Used,Sporty,Black
Kia Seltos,12.05,15.0,4,Sedan,Hybrid,Manual,Used,Luxury,Silver
Honda City,31.67,12.1,7,SUV,Electric,Automatic,Used,Family,White
Kia Seltos,18.77,11.4,4,Sedan,Diesel,Manual,New,Family,Blue
Maruti Swift,22.41,17.3,4,Hatchback,Electric,Manual,New,Luxury,Blue
Mahindra Scorpio,34.08,15.0,5,Hatchback,Hybrid,Automatic,Used,Luxury,Blue
Maruti Swift,22.46,12.0,7,MUV,Electric,Manual,Excellent,Family,White
Toyota Innova,20.13,27.5,5,Sedan,Diesel,Automatic,Excellent,Luxury,Red
Maruti Baleno,7.64,14.9,5,SUV,Petrol,Automatic,Used,Sporty,Black
Tata Nexon,6.57,14.4,4,Hatchback,Diesel,Automatic,Used,Family,White
Kia Seltos,15.82,15.0,7,MUV,Petrol,Manual,Used,Sporty,White
Kia Seltos,10.73,20.8,7,Hatchback,Diesel,Automatic,Excellent,Family,Black
Toyota Innova,18.03,15.6,7,SUV,Diesel,Manual,Excellent,Luxury,Black
Honda City,35.93,12.4,5,SUV,CNG,Automatic,New,Family,Red
Maruti Swift,4.06,14.6,7,Sedan,Hybrid,Manual,Excellent,Luxury,Grey
Maruti Baleno,8.81,19.5,5,Sedan,Diesel,Manual,Used,Family,Red
Kia Seltos,31.02,13.6,7,MUV,Petrol,Automatic,New,Family,Red
Tata Nexon,27.99,23.4,4,SUV,Hybrid,Automatic,Used,Sporty,Red
Maruti Swift,11.56,18.4,4,MUV,Hybrid,Automatic,Used,Family,White
Tata Nexon,6.84,14.2,4,MUV,Hybrid,Automatic,New,Sporty,Red
Maruti Swift,35.61,22.5,5,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
MG Hector,42.51,15.0,7,MUV,Hybrid,Automatic,New,Family,Blue
MG Hector,5.97,27.9,5,Hatchback,Electric,Manual,Used,Sporty,White
Tata Nexon,35.69,12.1,7,MUV,Diesel,Automatic,Excellent,Luxury,Black
Tata Nexon,24.48,21.5,7,MUV,Diesel,Manual,New,Luxury,Silver
Tata Nexon,16.83,23.9,4,Sedan,Hybrid,Manual,Used,Luxury,Black
Maruti Swift,42.2,10.6,7,Hatchback,Diesel,Manual,Excellent,Family,White
MG Hector,25.24,12.9,7,SUV,Hybrid,Manual,Used,Sporty,Silver
Kia Seltos,20.46,14.6,5,SUV,Hybrid,Manual,Excellent,Family,Grey
Hyundai Creta,13.99,14.8,5,Hatchback,Hybrid,Automatic,Excellent,Luxury,Grey
Honda City,33.43,14.8,4,SUV,Hybrid,Manual,New,Sporty,Silver
Renault Triber,15.84,22.7,4,Hatchback,Diesel,Automatic,New,Luxury,Silver
Tata Nexon,4.64,16.4,5,Sedan,CNG,Manual,Used,Family,Red
Toyota Fortuner,9.58,19.6,4,SUV,CNG,Manual,Excellent,Luxury,Red
Toyota Innova,12.66,27.0,5,Hatchback,Diesel,Manual,Excellent,Luxury,Blue
Mahindra Scorpio,24.23,23.7,7,Sedan,Petrol,Manual,New,Sporty,Blue
MG Hector,25.39,26.6,5,SUV,CNG,Manual,Used,Sporty,Black
Tata Nexon,6.47,24.0,4,SUV,Electric,Manual,New,Family,Blue
Toyota Innova,41.83,26.7,5,Hatchback,Electric,Automatic,Excellent,Luxury,Silver
Hyundai Venue,12.44,10.8,5,Sedan,Petrol,Manual,New,Sporty,Blue
Tata Nexon,18.31,25.9,4,SUV,Petrol,Automatic,Excellent,Family,Blue
Maruti Swift,38.36,16.5,4,Sedan,CNG,Automatic,New,Family,White
Kia Seltos,9.7,27.0,7,Sedan,CNG,Manual,Excellent,Family,Blue
Tata Nexon,11.17,13.3,7,MUV,Petrol,Automatic,Excellent,Sporty,Red
Tata Nexon,35.39,18.6,7,SUV,Hybrid,Automatic,Excellent,Sporty,Blue
Mahindra Scorpio,26.39,20.9,4,MUV,Electric,Manual,Used,Sporty,Blue
Toyota Fortuner,44.1,24.2,5,Sedan,CNG,Automatic,Excellent,Luxury,White
MG Hector,11.88,12.5,4,Sedan,Petrol,Automatic,Excellent,Family,Black
MG Hector,7.4,20.8,4,SUV,Electric,Manual,Excellent,Sporty,White
Mahindra Scorpio,11.51,20.6,5,Sedan,Hybrid,Manual,Excellent,Sporty,Grey
Kia Seltos,37.4,13.4,4,MUV,Electric,Automatic,Used,Sporty,Grey
Kia Seltos,21.84,14.1,4,MUV,Diesel,Manual,Used,Family,Red
Maruti Baleno,4.91,26.7,7,SUV,CNG,Automatic,Used,Family,Silver
Maruti Swift,12.06,26.8,4,Hatchback,Diesel,Automatic,Used,Sporty,Black
Hyundai Creta,43.4,14.2,5,SUV,Petrol,Automatic,New,Sporty,Black
Renault Triber,22.84,12.6,4,SUV,CNG,Automatic,Excellent,Sporty,Grey
Kia Seltos,6.74,20.0,4,MUV,Electric,Manual,Used,Sporty,Grey
Honda City,15.24,19.9,5,MUV,Petrol,Manual,New,Luxury,Grey
Kia Seltos,13.49,16.3,7,Hatchback,Diesel,Manual,New,Sporty,Blue
Maruti Swift,26.63,14.1,7,Hatchback,CNG,Automatic,New,Family,Grey
Hyundai Venue,37.27,13.0,7,Hatchback,CNG,Manual,New,Sporty,Blue
MG Hector,11.13,17.7,7,MUV,Hybrid,Manual,Excellent,Family,Blue
Mahindra Scorpio,39.31,26.1,7,Sedan,Electric,Automatic,Used,Family,Silver
Hyundai Creta,12.82,17.8,5,Sedan,Hybrid,Automatic,Used,Sporty,White
Maruti Baleno,30.26,26.2,7,Sedan,CNG,Manual,Excellent,Luxury,Grey
Kia Seltos,10.69,10.4,5,SUV,CNG,Automatic,Excellent,Luxury,Red
Hyundai Venue,30.43,20.8,4,Sedan,Petrol,Manual,Excellent,Sporty,Silver
Tata Nexon,36.55,20.2,4,Hatchback,CNG,Automatic,Excellent,Sporty,Blue
Renault Triber,20.61,23.4,4,SUV,Petrol,Automatic,Excellent,Family,Black
MG Hector,33.94,13.7,7,Hatchback,Hybrid,Manual,Excellent,Luxury,Blue
Maruti Baleno,20.87,13.0,4,MUV,Petrol,Manual,Excellent,Family,White
Tata Nexon,4.72,25.6,4,Sedan,Hybrid,Manual,New,Luxury,Blue
Renault Triber,27.91,12.7,7,SUV,CNG,Manual,Excellent,Sporty,Blue
Hyundai Venue,15.37,18.2,5,SUV,CNG,Manual,New,Family,Blue
Toyota Fortuner,41.59,12.7,5,MUV,Petrol,Manual,Excellent,Luxury,Red
Tata Nexon,37.46,24.0,5,MUV,Diesel,Automatic,New,Sporty,Red
Hyundai Creta,9.83,24.4,7,MUV,Hybrid,Manual,Used,Sporty,Red
Toyota Fortuner,17.0,23.5,4,Sedan,Petrol,Automatic,Used,Luxury,Grey
Hyundai Venue,44.53,15.2,4,MUV,CNG,Manual,Used,Sporty,Blue
Hyundai Venue,38.68,13.5,7,Hatchback,Petrol,Manual,Used,Family,Blue
Maruti Baleno,10.64,25.2,4,Hatchback,Petrol,Manual,Used,Sporty,Red
Toyota Fortuner,30.69,19.5,4,MUV,Electric,Automatic,Used,Family,Black
Renault Triber,43.07,14.6,7,MUV,CNG,Automatic,New,Family,Red
Mahindra Scorpio,37.39,17.7,4,Hatchback,Petrol,Manual,New,Sporty,Red
Mahindra Scorpio,16.38,23.1,7,SUV,Hybrid,Manual,Used,Sporty,Black
Kia Seltos,10.72,14.2,7,Sedan,Hybrid,Manual,Excellent,Family,White
Toyota Fortuner,27.07,11.0,4,SUV,Diesel,Automatic,New,Family,Black
Maruti Baleno,18.59,25.4,5,Hatchback,Petrol,Manual,New,Luxury,Black
Hyundai Creta,18.89,14.8,4,MUV,Hybrid,Manual,Excellent,Sporty,Grey
Kia Seltos,22.25,19.3,4,Hatchback,Electric,Manual,Excellent,Sporty,Silver
Toyota Fortuner,30.75,17.3,5,Sedan,Petrol,Manual,Excellent,Family,Silver
Hyundai Creta,24.17,12.0,4,MUV,Hybrid,Manual,Excellent,Sporty,Red
Maruti Swift,6.23,19.4,7,Hatchback,Petrol,Automatic,Used,Sporty,Silver
Hyundai Venue,14.34,20.9,7,MUV,Electric,Automatic,Excellent,Family,Blue
Toyota Fortuner,32.49,25.7,7,Hatchback,Hybrid,Manual,Used,Luxury,Silver
Tata Nexon,33.05,13.6,7,Hatchback,Diesel,Manual,Used,Luxury,Red
Hyundai Creta,42.84,21.2,5,SUV,Hybrid,Manual,Excellent,Sporty,Red
Hyundai Venue,16.67,14.3,4,SUV,Petrol,Manual,Excellent,Luxury,Blue
Maruti Baleno,18.18,19.6,7,SUV,Electric,Manual,New,Family,White
Toyota Fortuner,37.67,15.0,5,SUV,Petrol,Automatic,Excellent,Family,Black
Maruti Swift,29.99,26.1,5,Sedan,Diesel,Automatic,Used,Family,Grey
Maruti Swift,4.95,27.4,5,MUV,CNG,Automatic,Excellent,Family,Blue
Hyundai Creta,21.45,25.2,5,SUV,Hybrid,Manual,Excellent,Family,Black
Kia Seltos,17.72,17.1,7,Sedan,Hybrid,Automatic,Excellent,Sporty,White
MG Hector,32.18,27.3,5,MUV,CNG,Manual,New,Sporty,Blue
Maruti Swift,43.18,12.9,4,MUV,Hybrid,Manual,Used,Sporty,Blue
Toyota Fortuner,8.27,13.3,7,Hatchback,CNG,Manual,Excellent,Luxury,Black
Toyota Innova,20.41,10.0,7,MUV,CNG,Manual,Excellent,Sporty,Black
Mahindra Scorpio,6.79,20.0,7,MUV,Hybrid,Automatic,New,Luxury,Grey
Tata Nexon,39.81,25.1,4,SUV,Diesel,Manual,Excellent,Sporty,White
Toyota Fortuner,10.56,14.6,4,SUV,Hybrid,Manual,Used,Sporty,Red
Hyundai Creta,4.34,20.5,7,MUV,Hybrid,Automatic,Excellent,Sporty,Grey
Maruti Swift,22.27,14.8,5,Sedan,CNG,Automatic,Used,Sporty,Red
Renault Triber,44.94,21.6,5,Sedan,Hybrid,Manual,New,Luxury,Silver
Kia Seltos,23.27,26.8,5,MUV,Electric,Manual,New,Family,Black
Hyundai Creta,17.4,14.5,5,Hatchback,Diesel,Manual,Used,Family,Grey
Renault Triber,28.61,18.1,5,Hatchback,Electric,Manual,New,Luxury,Red
Mahindra Scorpio,10.69,14.2,7,Hatchback,CNG,Automatic,New,Family,Silver
Renault Triber,4.52,18.2,4,SUV,Hybrid,Automatic,Used,Family,White
Mahindra Scorpio,26.55,26.6,5,Sedan,Electric,Automatic,Used,Luxury,Red
MG Hector,28.17,23.5,4,SUV,Hybrid,Manual,Used,Family,Red
Mahindra Scorpio,36.68,20.7,5,SUV,Diesel,Automatic,New,Family,White
Hyundai Creta,41.7,26.7,7,Hatchback,Diesel,Automatic,New,Family,Silver
Hyundai Creta,34.45,19.8,5,Sedan,Diesel,Manual,Used,Family,Grey
Maruti Baleno,14.23,13.4,5,Sedan,Diesel,Automatic,New,Sporty,Black
Tata Nexon,15.82,19.3,7,MUV,CNG,Manual,Excellent,Family,Black
Honda City,4.59,16.8,7,SUV,Hybrid,Manual,Used,Luxury,Red
Maruti Baleno,18.37,18.2,5,MUV,Petrol,Automatic,Used,Luxury,Grey
Hyundai Venue,44.61,14.7,4,Hatchback,Electric,Automatic,New,Luxury,Silver
Honda City,16.73,15.5,7,SUV,CNG,Automatic,New,Family,Silver
Mahindra Scorpio,38.28,17.4,4,MUV,CNG,Automatic,Excellent,Family,Silver
Kia Seltos,34.27,24.4,7,MUV,CNG,Manual,Used,Luxury,Black
Hyundai Venue,36.79,24.7,5,Hatchback,Diesel,Automatic,Excellent,Sporty,White
Honda City,10.25,18.3,4,Hatchback,Hybrid,Automatic,New,Sporty,Blue
Renault Triber,12.63,10.5,7,Sedan,Hybrid,Automatic,New,Sporty,Blue
Maruti Swift,21.09,20.9,5,SUV,Petrol,Manual,Excellent,Sporty,Silver
Honda City,24.5,16.7,4,Sedan,Electric,Manual,New,Family,Silver
Mahindra Scorpio,15.88,25.6,4,MUV,CNG,Manual,Excellent,Luxury,Grey
Mahindra Scorpio,16.0,26.2,5,Sedan,Diesel,Automatic,Excellent,Family,White
MG Hector,27.81,25.5,4,Hatchback,Hybrid,Automatic,Excellent,Family,Blue
Maruti Swift,10.67,11.8,5,Sedan,Diesel,Manual,Excellent,Sporty,Red
Tata Nexon,19.63,25.6,5,Hatchback,CNG,Manual,Excellent,Family,Black
Kia Seltos,33.96,26.3,4,MUV,Hybrid,Automatic,New,Sporty,White
Mahindra Scorpio,42.88,19.1,7,Sedan,Diesel,Manual,Excellent,Luxury,White
Honda City,44.45,10.2,5,MUV,Diesel,Manual,New,Sporty,Red
Hyundai Creta,12.31,13.7,4,MUV,Petrol,Manual,Excellent,Family,Grey
Tata Nexon,12.76,14.4,5,Sedan,Electric,Automatic,New,Family,Blue
Toyota Fortuner,23.2,25.7,5,SUV,Petrol,Automatic,Excellent,Luxury,Black
Kia Seltos,23.77,20.0,5,Sedan,Electric,Manual,New,Sporty,Red
Kia Seltos,12.03,21.3,4,SUV,Petrol,Automatic,Excellent,Family,Grey
Toyota Fortuner,8.11,22.9,5,SUV,CNG,Automatic,New,Family,Black
MG Hector,41.21,21.1,4,Hatchback,Electric,Manual,New,Luxury,Black
Maruti Baleno,4.19,18.7,5,Sedan,Electric,Manual,Used,Luxury,Black
Toyota Innova,35.26,20.6,5,SUV,CNG,Manual,Excellent,Family,Blue
Hyundai Creta,28.6,27.9,5,Sedan,Diesel,Automatic,Excellent,Sporty,Grey
Maruti Swift,40.36,10.3,7,MUV,Electric,Automatic,Used,Family,Red
Maruti Swift,4.61,20.9,7,Hatchback,Petrol,Manual,Excellent,Family,Red
Toyota Fortuner,14.91,27.0,5,MUV,CNG,Manual,Used,Luxury,Silver
Kia Seltos,25.91,20.6,7,Hatchback,CNG,Manual,Used,Sporty,Black
MG Hector,15.34,12.9,5,Sedan,CNG,Automatic,Excellent,Family,Grey
Renault Triber,8.62,15.9,5,MUV,Petrol,Manual,Excellent,Sporty,Blue
Maruti Baleno,4.49,22.2,4,Sedan,Petrol,Automatic,Used,Luxury,Grey
Toyota Fortuner,7.33,26.1,5,Sedan,CNG,Manual,Excellent,Luxury,Red
Hyundai Venue,39.9,26.3,7,SUV,Diesel,Automatic,Used,Family,Red
Hyundai Creta,40.6,16.3,5,Sedan,Electric,Automatic,Used,Sporty,White
Hyundai Creta,33.91,16.6,5,Sedan,Diesel,Manual,New,Family,White
Toyota Fortuner,11.19,27.1,7,Hatchback,Electric,Manual,Excellent,Sporty,White
Maruti Swift,7.73,15.3,4,MUV,Hybrid,Manual,Used,Luxury,Red
Kia Seltos,30.91,22.7,7,MUV,Diesel,Automatic,Excellent,Sporty,Silver
Honda City,20.92,10.1,4,SUV,Petrol,Automatic,Used,Family,Silver
Toyota Innova,36.03,13.8,5,Hatchback,Electric,Manual,Excellent,Luxury,Red
Hyundai Venue,12.96,26.1,7,Sedan,Diesel,Automatic,Used,Sporty,Black
MG Hector,8.91,10.3,7,Hatchback,Electric,Automatic,New,Family,Silver
Renault Triber,29.9,11.3,5,SUV,Hybrid,Automatic,New,Sporty,Blue
Maruti Baleno,7.15,21.0,5,Sedan,Petrol,Automatic,Excellent,Family,Blue
Tata Nexon,16.44,27.8,4,SUV,CNG,Automatic,Excellent,Luxury,Blue
Hyundai Venue,18.75,11.8,7,MUV,Electric,Manual,Used,Luxury,Black
Renault Triber,40.09,15.7,5,SUV,Diesel,Automatic,Used,Sporty,White
Hyundai Creta,36.79,14.3,4,MUV,Electric,Manual,Excellent,Family,White
Toyota Innova,33.39,16.4,7,SUV,Electric,Manual,Excellent,Luxury,White
Toyota Fortuner,38.73,26.2,7,Sedan,Electric,Manual,Excellent,Family,Red
Honda City,17.23,20.6,7,MUV,CNG,Automatic,New,Family,Grey
Honda City,43.71,25.3,7,Hatchback,Hybrid,Manual,Excellent,Luxury,White
Toyota Innova,19.05,27.3,7,Hatchback,Diesel,Automatic,Excellent,Sporty,White
Renault Triber,18.09,13.3,5,MUV,Hybrid,Automatic,Excellent,Family,White
Maruti Swift,33.41,19.0,5,Hatchback,CNG,Automatic,Used,Luxury,Red
Maruti Swift,13.21,14.0,5,Sedan,Hybrid,Automatic,Used,Luxury,Grey
Kia Seltos,42.92,24.9,7,Hatchback,Hybrid,Automatic,New,Family,White
Kia Seltos,12.5,16.1,7,SUV,Petrol,Manual,Excellent,Sporty,Silver
Toyota Innova,33.46,24.2,7,MUV,CNG,Manual,Excellent,Family,Silver
MG Hector,20.49,12.0,4,SUV,Diesel,Manual,Used,Sporty,Silver
Tata Nexon,26.03,13.3,5,Hatchback,Hybrid,Automatic,Excellent,Family,Silver
Honda City,10.87,10.3,4,MUV,CNG,Manual,Used,Sporty,Black
Toyota Fortuner,42.09,27.6,5,Hatchback,Diesel,Manual,Excellent,Luxury,Red
MG Hector,5.17,19.6,4,Hatchback,Petrol,Manual,Excellent,Luxury,Grey
Renault Triber,18.76,21.4,5,MUV,Diesel,Manual,Excellent,Family,Grey
Kia Seltos,23.95,13.7,5,Sedan,Petrol,Manual,Excellent,Family,Silver
